businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,27.7153038584918,85.3103238891712,429
Kathmandu Spa,2,Other,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,27.7161657,85.3108951,430
B s handicrafts,1,Shop/Merchandise,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,27.71316,85.31265,431
Mechi resort Pvt Ltd & Maina travels and tours Pvt Ltd,2,Hotel,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,28.2072939,83.9578631,432
hostel nextdoor,2,Hotel,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,27.684944,85.315922,433
Tour and trekking and Expedition,2,Trekking,o_econ_impact_revenue_chng_21_v_19,4,7.0,6,Revenue is expected to be 75% of 2019,राजस्व २०१९ को ७५% हुने अपेक्षा गरिएको छ,27.7153213473598,85.3117415550944,434
Downtown Restaurant,2,Restaurant and Bar,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.68076,85.31722,435
Hotel Task International Pvt. Ltd.,1,Hotel,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,28.2048324,83.9986713,436
Mithila women handicraft,2,Shop/Merchandise,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.7130115973909,85.3125155738383,437
Stunning Adventure,2,Trekking,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.6891069867822,85.2478348127655,438
Alliance Treks & Expedition Pvt. Ltd.,2,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.71223,85.31062,439
Splash nepal adventure,1,Rafting,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.7146686256428,85.3109832980832,440
"Handicrafts (felt,woolen. Curio",2,Handicraft,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.71442,85.31192,441
Reggae Bar Restaurant & lounge pvt ltd,2,Restaurant and Bar,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.7147492,85.3102089,442
Tourism,1,Hotel,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,28.20794,83.95855,443
Suburb cafe,2,Hotel,o_econ_impact_revenue_chng_21_v_19,3,11.0,10,Revenue is expected to be 50% of 2019,राजस्व २०१९ को ५०% हुने अपेक्षा गरिएको छ,27.684759,85.312688,444
Hotel Lakeside Pvt. Ltd,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.2077552,83.9684899,445
Grill n’ Chill Restro and Bar,2,Restaurant and Bar,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.22345,83.9888,446
HOTEL HIMALAYA PVT. LTD,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.68413,85.31941,447
Hotel Vinayak pvt ltd,2,Restaurant and Bar,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,26.98806,85.89996,448
Krishna handicraft,2,Shop/Merchandise,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.716084576286,85.3099118032157,449
Green Mansions Jungle Resort,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.5845046127971,84.4711607974195,450
3 Sisters Adventure Trekking P(Ltd),1,Trekking,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.2198688,83.9580593,451
Nepal Highland Treks P Ltd,2,Trekking,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7166059299288,85.3117833730153,452
Eco craft collection,1,Shop/Merchandise,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7169496294368,85.310175951392,453
Hotel Tulsi Pokhara,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.2097,83.95798,454
Mount everest souvenir house,2,Handicraft,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7135681946502,85.3125867485289,455
HOTEL BLUE MAGNET & MULTIPURPUSE PVT.LTD.,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.2148186,83.9618638,456
Nepali Ghar Hotel Pvt Ltd,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7165403,85.3129886,457
Tiger Mountain,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.21064,84.04247,458
Spa kinjjala pvt ltd.,2,Other,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.67812,85.30827,459
Sun N Fun Holidays,2,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7043,85.33088,460
Asian adventure treks and expedition,2,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.71321,85.31137,461
Orbit Nepal Adventure,1,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.71305,85.31126,462
Yakety Yak Hostel,1,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.7133876,85.31238,463
Subhakamana Travels and Tours,1,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,28.19899,83.97616,464
Avia tours and travels PVT LTD,1,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.71423,85.31159,465
Garden of Hope Treks & Expeditions,2,Trekking,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.71459,85.31326,466
Hotel Down Town Pvt. Ltd,2,Hotel,o_econ_impact_revenue_chng_21_v_19,2,26.0,23,Revenue is expected to be 25% of 2019,राजस्व २०१९ को २५% हुने अपेक्षा गरिएको छ,27.71587,85.30982,467
Rainbow Adventure Nepal,2,Rafting,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.7115056,85.3089164,468
Green Boutique Hotel,2,Hotel,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.7210567730833,85.3653754560733,469
Demeter Handicrafts,2,Handicraft,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.7207596166803,85.3607724987554,470
Natural nepal export,2,Shop/Merchandise,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.71736,85.31034,471
Namaste Spa Pvt.Ltd,2,Other,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.7151,85.312,472
Hotel,1,Hotel,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.71217,85.30787,473
Attractive Travels and Tours Pvt. Ltd.,2,Travel and Tour Operator,o_econ_impact_revenue_chng_21_v_19,1,44.0,40,None (or negligible),कुनै पनि होइन (वा नगण्य),27.7176441116934,85.3093493859829,474
